timestamp,metadata.location,metadata.sensorId,power.voltage,power.current,power.frequency,_id
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,230.4416,5.02328,49.9826,677ceba4bafc1a5dacbd4c05
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,228.2548,5.00126,50.019,677ceba4bafc1a5dacbd4c02
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,230.0239,4.99216,50.179,677ceba4bafc1a5dacbd4c0e
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,230.61,4.9863,50.0032,677ceba4bafc1a5dacbd4c11
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,230.4112,5.0013,50.0266,677ceba4bafc1a5dacbd4c08
2025-01-07T08:53:58.000Z,3P_2HP,POWER001,231.7692,5.02818,49.8354,677ceba4bafc1a5dacbd4c0b
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,230.323,4.97116,49.7132,677ceba5bafc1a5dacbd4c14
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,230.5253,5.01254,50.2026,677ceba5bafc1a5dacbd4c23
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,230.2033,5.02396,50.1342,677ceba5bafc1a5dacbd4c26
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,230.1104,5.00222,49.82,677ceba5bafc1a5dacbd4c2c
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,230.736,5.02178,50.0864,677ceba5bafc1a5dacbd4c29
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,229.5354,5.02744,49.8928,677ceba6bafc1a5dacbd4c2f
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,229.5464,4.96674,50.3038,677ceba5bafc1a5dacbd4c17
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,229.9181,5.031,49.8196,677ceba5bafc1a5dacbd4c1d
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,229.7406,5.03098,50.0994,677ceba5bafc1a5dacbd4c20
2025-01-07T08:53:59.000Z,3P_2HP,POWER001,232.0645,4.99848,49.9662,677ceba5bafc1a5dacbd4c1a
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,231.1923,5.02238,49.7612,677ceba7bafc1a5dacbd4c44
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,230.7516,4.97124,49.5184,677ceba6bafc1a5dacbd4c41
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,229.5648,4.97482,49.8498,677ceba7bafc1a5dacbd4c4d
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,229.4894,5.020539,49.9814,677ceba7bafc1a5dacbd4c4a
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,230.0994,4.97472,49.8112,677ceba7bafc1a5dacbd4c47
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,229.8436,4.99286,49.9328,677ceba6bafc1a5dacbd4c32
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,230.4489,5.00964,49.9296,677ceba6bafc1a5dacbd4c3e
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,231.219,4.9984,49.8632,677ceba6bafc1a5dacbd4c3b
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,231.5529,5.00158,49.9562,677ceba6bafc1a5dacbd4c38
2025-01-07T08:54:00.000Z,3P_2HP,POWER001,231.0562,5.00016,49.9146,677ceba6bafc1a5dacbd4c35
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,230.0009,5.01268,50.0718,677ceba7bafc1a5dacbd4c5c
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,231.2181,4.992599,49.5832,677ceba8bafc1a5dacbd4c6b
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,230.4793,4.99188,49.5034,677ceba7bafc1a5dacbd4c68
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,229.7691,5.00446,50.1446,677ceba7bafc1a5dacbd4c62
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,229.0956,4.97848,50.1666,677ceba7bafc1a5dacbd4c65
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,229.0248,5.0045,49.7524,677ceba7bafc1a5dacbd4c5f
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,229.6053,5.01444,50.1342,677ceba7bafc1a5dacbd4c50
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,230.011,5.00842,49.8836,677ceba7bafc1a5dacbd4c59
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,230.4416,5.00714,49.7914,677ceba7bafc1a5dacbd4c53
2025-01-07T08:54:01.000Z,3P_2HP,POWER001,230.0819,4.99126,49.709,677ceba7bafc1a5dacbd4c56
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,230.4213,4.975679,49.9458,677ceba8bafc1a5dacbd4c7d
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,228.954,5.02052,50.0758,677ceba8bafc1a5dacbd4c83
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,230.4756,4.99674,49.87659,677ceba8bafc1a5dacbd4c89
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,229.5501,4.9964,49.955,677ceba8bafc1a5dacbd4c86
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,230.1031,4.99848,49.9502,677ceba8bafc1a5dacbd4c74
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,229.9687,4.98792,49.7486,677ceba8bafc1a5dacbd4c7a
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,230.2732,5.02584,49.9082,677ceba8bafc1a5dacbd4c77
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,229.7323,4.97732,50.0956,677ceba8bafc1a5dacbd4c71
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,230.3165,5.0179,50.0956,677ceba8bafc1a5dacbd4c6e
2025-01-07T08:54:02.000Z,3P_2HP,POWER001,231.4655,4.99568,50.0658,677ceba8bafc1a5dacbd4c80
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,227.8932,5.01348,50.1934,677cebaabafc1a5dacbd4ca7
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,230.3524,4.97916,50.06699,677cebaabafc1a5dacbd4ca4
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,230.6385,4.9912,49.916,677ceba9bafc1a5dacbd4ca1
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,230.8335,5.00678,49.9492,677ceba9bafc1a5dacbd4c95
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,229.9264,4.991281,50.0334,677ceba9bafc1a5dacbd4c98
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,229.1978,5.01378,50.1634,677ceba9bafc1a5dacbd4c9e
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,230.104,4.99234,49.9076,677ceba9bafc1a5dacbd4c92
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,229.5786,5.003419,50.1182,677ceba9bafc1a5dacbd4c8c
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,229.7553,5.00988,50.014,677ceba9bafc1a5dacbd4c8f
2025-01-07T08:54:03.000Z,3P_2HP,POWER001,230.1822,4.98968,50.22601,677ceba9bafc1a5dacbd4c9b
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,229.3983,5.00558,50.40841,677cebaabafc1a5dacbd4cb6
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,230.2125,4.96948,50.1496,677cebaabafc1a5dacbd4cc5
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,228.701,5.00582,49.767,677cebaabafc1a5dacbd4cb9
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,230.0074,4.96972,50.027,677cebaabafc1a5dacbd4cbc
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,230.0635,5.00028,50.2914,677cebaabafc1a5dacbd4cc2
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,229.8786,5.00098,50.2742,677cebaabafc1a5dacbd4cbf
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,229.3588,4.99056,50.021,677cebaabafc1a5dacbd4cb3
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,230.3708,5.00814,49.9868,677cebaabafc1a5dacbd4cb0
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,229.9467,4.97204,49.9642,677cebaabafc1a5dacbd4caa
2025-01-07T08:54:04.000Z,3P_2HP,POWER001,230.2484,4.98548,50.0978,677cebaabafc1a5dacbd4cad
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,230.943,5.02354,49.7782,677cebabbafc1a5dacbd4cd1
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,229.7148,5.01368,49.863,677cebabbafc1a5dacbd4ce0
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,231.0644,5.0228,50.082,677cebabbafc1a5dacbd4ce3
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,230.828,4.997,49.954,677cebabbafc1a5dacbd4cdd
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,229.6642,4.99766,49.8142,677cebabbafc1a5dacbd4cda
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,229.4664,5.01118,49.9486,677cebabbafc1a5dacbd4cd4
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,231.0405,4.98706,50.2198,677cebabbafc1a5dacbd4cd7
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,231.645,4.99066,50.169,677cebabbafc1a5dacbd4cc8
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,230.3284,4.99984,50.0198,677cebabbafc1a5dacbd4cce
2025-01-07T08:54:05.000Z,3P_2HP,POWER001,230.1527,4.99312,49.9536,677cebabbafc1a5dacbd4ccb
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,230.9669,4.98686,50.1724,677cebacbafc1a5dacbd4cfb
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,231.4058,5.01626,49.8334,677cebadbafc1a5dacbd4d04
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,229.011,4.97952,49.68861,677cebacbafc1a5dacbd4d01
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,228.6384,4.99352,49.8074,677cebacbafc1a5dacbd4cfe
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,230.7774,5.0058,50.0412,677cebacbafc1a5dacbd4cf2
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,231.0718,5.0061,49.7442,677cebacbafc1a5dacbd4cef
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,228.8114,4.97858,49.7544,677cebacbafc1a5dacbd4cf5
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,230.0497,5.03692,49.7004,677cebacbafc1a5dacbd4cf8
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,228.4121,5.00754,49.835,677cebacbafc1a5dacbd4cec
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,231.1564,4.9887,50.0198,677cebacbafc1a5dacbd4ce9
2025-01-07T08:54:06.000Z,3P_2HP,POWER001,227.7552,4.9887,49.6902,677cebacbafc1a5dacbd4ce6
2025-01-07T08:54:07.000Z,3P_2HP,POWER001,230.4453,5.043759,49.834,677cebadbafc1a5dacbd4d07
2025-01-07T08:54:07.000Z,3P_2HP,POWER001,229.8942,5.01186,50.0438,677cebadbafc1a5dacbd4d1f
